;No_disposition;Date_mutation;Nature_mutation;Valeur_fonciere;No_voie;Type_de_voie;Voie;Code_postal;Commune;Code_departement;Surface_reelle_bati;Nombre_pieces_principales
2478266;1;2019-01-31;Vente;847620.0;41.0;BD;DES BATIGNOLLES;75008.0;PARIS 08;75;75.0;3.0
2478269;1;2019-06-02;Vente;2300000.0;11.0;RUE;ARSENE HOUSSAYE;75008.0;PARIS 08;75;210.0;7.0
2478272;1;2019-05-02;Vente;1220000.0;26.0;RUE;DE CONSTANTINOPLE;75008.0;PARIS 08;75;101.0;4.0
2478273;1;2019-01-31;Vente;1050000.0;9.0;RUE;DE L ISLY;75008.0;PARIS 08;75;57.0;3.0
2478274;1;2019-01-31;Vente;1050000.0;9.0;RUE;DE L ISLY;75008.0;PARIS 08;75;92.0;4.0
2478275;1;2019-01-25;Vente;230000.0;23.0;RUE;DE RICHELIEU;75001.0;PARIS 01;75;35.0;2.0
2478277;1;2019-10-01;Vente;250000.0;63.0;RUE;NOTRE DAME DE NAZARETH;75003.0;PARIS 03;75;23.0;1.0
2478282;1;2019-04-02;Vente;308000.0;17.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478283;1;2019-01-14;Vente;174000.0;65.0;RUE;D AMSTERDAM;75008.0;PARIS 08;75;9.0;1.0
2478286;1;2019-01-02;Vente;572675.0;1.0;RUE;DU GENERAL FOY;75008.0;PARIS 08;75;39.0;2.0
2478287;1;2019-07-02;Vente;724000.0;41.0;RUE;DE MONTMORENCY;75003.0;PARIS 03;75;68.0;2.0
2478289;1;2019-06-02;Vente;129500.0;5.0;RUE;SAINTE ANASTASE;75003.0;PARIS 03;75;7.0;1.0
2478290;1;2019-01-28;Vente;130000.0;29.0;RUE;DE LA FERRONNERIE;75001.0;PARIS 01;75;14.0;1.0
2478291;1;2019-01-15;Vente;300000.0;16.0;RUE;SAINTE ANASTASE;75003.0;PARIS 03;75;27.0;3.0
2478292;1;2019-01-25;Vente;280000.0;147.0;RUE;DU TEMPLE;75003.0;PARIS 03;75;38.0;3.0
2478294;1;2019-01-29;Vente;120000.0;6.0;RUE;PIERRE LE GRAND;75008.0;PARIS 08;75;15.0;1.0
2478295;1;2019-01-02;Vente;771400.0;75.0;RUE;DE TURENNE;75003.0;PARIS 03;75;48.0;2.0
2478296;1;2019-01-29;Vente;250000.0;66.0;RUE;DE ROME;75008.0;PARIS 08;75;28.0;1.0
2478297;1;2019-01-02;Vente;110000.0;25.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;11.0;1.0
2478299;1;2019-06-02;Vente;370000.0;19.0;AV;HOCHE;75008.0;PARIS 08;75;30.0;1.0
2478300;1;2019-08-02;Vente;1680000.0;32.0;RUE;DE TURENNE;75003.0;PARIS 03;75;88.0;4.0
2478301;1;2019-01-02;Vente;1786330.0;12.0;AV;FRANKLIN D ROOSEVELT;75008.0;PARIS 08;75;112.0;3.0
2478305;1;2019-06-02;Vente;380000.0;34.0;RUE;DES BOURDONNAIS;75001.0;PARIS 01;75;28.0;3.0
2478306;1;2019-01-18;Vente;513600.0;10.0;RUE;DE LABORDE;75008.0;PARIS 08;75;46.0;2.0
2478308;1;2019-12-02;Vente;1200000.0;17.0;RUE;DU BOULOI;75001.0;PARIS 01;75;101.0;3.0
2478309;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478311;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478312;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478313;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478314;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478315;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478316;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478317;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;29.0;1.0
2478318;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;23.0;1.0
2478319;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478320;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;20.0;1.0
2478321;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478322;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478323;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478324;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478325;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;28.0;1.0
2478326;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478327;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;33.0;1.0
2478328;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478329;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;28.0;1.0
2478330;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478331;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478332;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;20.0;1.0
2478333;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478334;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478335;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;22.0;1.0
2478336;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;26.0;1.0
2478337;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478338;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;20.0;1.0
2478339;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478340;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478341;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;16.0;1.0
2478342;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;25.0;1.0
2478343;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478344;1;2019-01-21;Vente;;18.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;24.0;1.0
2478345;1;2019-06-02;Vente;613000.0;99.0;RUE;DE MIROMESNIL;75008.0;PARIS 08;75;69.0;4.0
2478346;1;2019-01-02;Vente;250000.0;5.0;RUE;JEAN JACQUES ROUSSEAU;75001.0;PARIS 01;75;21.0;1.0
2478348;1;2019-01-14;Vente;1451000.0;15.0;AV;HOCHE;75008.0;PARIS 08;75;140.0;3.0
2478350;1;2019-08-02;Vente;270000.0;11.0;RUE;SAINTE ANNE;75001.0;PARIS 01;75;18.0;1.0
2478351;1;2019-01-24;Vente;695000.0;23.0;RUE;MICHEL LE COMTE;75003.0;PARIS 03;75;73.0;2.0
2478352;1;2019-06-02;Vente;300000.0;82.0;RUE;DE ROME;75008.0;PARIS 08;75;31.0;2.0
2478353;1;2019-01-24;Vente;6000.0;76.0;RUE;DE MONCEAU;75008.0;PARIS 08;75;171.0;6.0
2478356;1;2019-07-02;Vente;291400.0;156.0;RUE;DU TEMPLE;75003.0;PARIS 03;75;23.0;1.0
2478358;1;2019-01-15;Vente;257000.0;8.0;RUE;DU ROCHER;75008.0;PARIS 08;75;22.0;1.0
2478359;1;2019-01-21;Vente;235100.0;21.0;RUE;DES GRAVILLIERS;75003.0;PARIS 03;75;23.0;1.0
2478365;1;2019-01-24;Vente;240000.0;3.0;RUE;ROBERT ESTIENNE;75008.0;PARIS 08;75;18.0;1.0
2478368;1;2019-01-31;Vente;1070000.0;38.0;RUE;DE TURIN;75008.0;PARIS 08;75;100.0;3.0
2478369;1;2019-01-24;Vente;120000.0;24.0;RUE;DE SAINT PETERSBOURG;75008.0;PARIS 08;75;13.0;1.0
2478370;1;2019-01-30;Vente;606000.0;347.0;RUE;SAINT MARTIN;75003.0;PARIS 03;75;56.0;3.0
2478371;1;2019-01-21;Vente;3110000.0;5.0;RUE;PELOUZE;75008.0;PARIS 08;75;45.0;2.0
2478372;1;2019-01-21;Vente;3110000.0;5.0;RUE;PELOUZE;75008.0;PARIS 08;75;190.0;5.0
2478373;1;2019-02-14;Vente;729450.0;52.0;RUE;LA BOETIE;75008.0;PARIS 08;75;57.0;3.0
2478374;1;2019-04-02;Vente;480000.0;44.0;RUE;NOTRE DAME DE NAZARETH;75003.0;PARIS 03;75;34.0;2.0
2478375;1;2019-04-02;Vente;445000.0;31.0;RUE;DES TOURNELLES;75003.0;PARIS 03;75;33.0;2.0
2478376;1;2019-01-02;Vente;415000.0;8.0;RUE;DU FOIN;75003.0;PARIS 03;75;37.0;2.0
2478377;1;2019-11-02;Vente;634100.0;113.0;RUE;VIEILLE DU TEMPLE;75003.0;PARIS 03;75;47.0;3.0
2478381;1;2019-01-02;Vente;280225.0;38.0;RUE;DE TURIN;75008.0;PARIS 08;75;35.0;2.0
2478382;1;2019-02-14;Vente;245280.0;21.0;RUE;AU MAIRE;75003.0;PARIS 03;75;25.0;2.0
2478383;1;2019-05-02;Vente;1152000.0;14.0;RUE;SAINTE ANNE;75001.0;PARIS 01;75;80.0;4.0
2478385;1;2019-01-18;Vente;840000.0;21.0;RUE;DES FILLES DU CALVAIRE;75003.0;PARIS 03;75;70.0;2.0
2478386;1;2019-02-14;Vente;1569200.0;27.0;RUE;DARU;75008.0;PARIS 08;75;107.0;3.0
2478387;1;2019-01-31;Vente;1141350.0;39.0;QUAI;DE L HORLOGE;75001.0;PARIS 01;75;90.0;3.0
2478389;1;2019-01-02;Vente;175000.0;15.0;RUE;ETIENNE MARCEL;75001.0;PARIS 01;75;12.0;1.0
2478390;1;2019-01-29;Vente;503623.0;21.0;RUE;DE TURIN;75008.0;PARIS 08;75;48.0;3.0
2478391;1;2019-02-14;Vente;600200.0;20.0;RUE;DES BONS ENFANTS;75001.0;PARIS 01;75;40.0;3.0
2478392;1;2019-01-28;Vente;1174900.0;80.0;RUE;DES ARCHIVES;75003.0;PARIS 03;75;80.0;3.0
2478394;1;2019-01-28;Vente;900000.0;23.0;RUE;HEROLD;75001.0;PARIS 01;75;30.0;2.0
2478396;1;2019-07-02;Vente;275000.0;148.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;38.0;1.0
2478397;1;2019-02-14;Vente;780510.0;26.0;RUE;DE CONSTANTINOPLE;75008.0;PARIS 08;75;66.0;3.0
2478402;1;2019-01-02;Vente;952380.0;6.0;RUE;DU MARCHE ST HONORE;75001.0;PARIS 01;75;67.0;3.0
2478403;1;2019-12-02;Vente;370000.0;11.0;RUE;CHATEAUBRIAND;75008.0;PARIS 08;75;34.0;2.0
2478404;1;2019-06-02;Vente;207160.0;8.0;RUE;DE SAINT PETERSBOURG;75008.0;PARIS 08;75;24.0;1.0
2478405;1;2019-06-02;Vente;1171400.0;29.0;RUE;D ARTOIS;75008.0;PARIS 08;75;92.0;4.0
2478406;1;2019-08-02;Vente;776700.0;16.0;AV;DE WAGRAM;75008.0;PARIS 08;75;66.0;2.0
2478408;1;2019-02-13;Vente;139000.0;4.0;RUE;PORTEFOIN;75003.0;PARIS 03;75;87.0;3.0
2478410;1;2019-01-23;Vente;2300000.0;2.0;AV;VAN DYCK;75008.0;PARIS 08;75;141.0;4.0
2478411;1;2019-01-25;Vente;765000.0;170.0;RUE;DU TEMPLE;75003.0;PARIS 03;75;61.0;2.0
2478412;1;2019-02-13;Vente;360000.0;30.0;RUE;DE LISBONNE;75008.0;PARIS 08;75;32.0;1.0
2478430;1;2019-02-13;Vente;6900.0;6.0;RUE;CHARLES-FRANCOIS DUPUIS;75003.0;PARIS 03;75;28.0;1.0
2478431;1;2019-07-02;Vente;2235300.0;178.0;RUE;DU FAUBOURG SAINT HONORE;75008.0;PARIS 08;75;140.0;7.0
2478432;1;2019-08-02;Vente;450000.0;1.0;RUE;AUX OURS;75003.0;PARIS 03;75;34.0;2.0
2478437;1;2019-07-02;Vente;121000000.0;6.0;;RDPT DES CHAMPS ELYSEES;75008.0;PARIS 08;75;12.0;1.0
2478438;1;2019-07-02;Vente;121000000.0;6.0;;RDPT DES CHAMPS ELYSEES;75008.0;PARIS 08;75;26.0;2.0
2478446;1;2019-07-02;Vente;121000000.0;6.0;;RDPT DES CHAMPS ELYSEES;75008.0;PARIS 08;75;226.0;6.0
2478450;1;2019-07-02;Vente;121000000.0;6.0;;RDPT DES CHAMPS ELYSEES;75008.0;PARIS 08;75;190.0;5.0
2478452;1;2019-07-02;Vente;121000000.0;6.0;;RDPT DES CHAMPS ELYSEES;75008.0;PARIS 08;75;20.0;1.0
2478454;1;2019-02-15;Vente;393000.0;46.0;RUE;DES LOMBARDS;75001.0;PARIS 01;75;36.0;1.0
2478455;1;2019-02-15;Vente;1000000.0;16.0;RUE;DU VERTBOIS;75003.0;PARIS 03;75;100.0;4.0
2478458;1;2019-01-31;Vente;300000.0;23.0;RUE;DE POITOU;75003.0;PARIS 03;75;32.0;2.0
2478459;1;2019-01-28;Vente;448000.0;3.0;RUE;DE LA BIENFAISANCE;75008.0;PARIS 08;75;47.0;3.0
2478460;1;2019-11-02;Vente;1250000.0;5.0;RUE;QUENTIN BAUCHART;75008.0;PARIS 08;75;99.0;4.0
2478461;1;2019-02-14;Vente;955000.0;5.0;CITE;ODIOT;75008.0;PARIS 08;75;76.0;3.0
2478462;1;2019-01-25;Vente;525000.0;36.0;RUE;JEAN MERMOZ;75008.0;PARIS 08;75;45.0;2.0
2478463;1;2019-02-19;Vente;3361284.5;26.0;AV;MONTAIGNE;75008.0;PARIS 08;75;106.0;2.0
2478466;1;2019-02-13;Vente;4000.0;6.0;RUE;CHARLES-FRANCOIS DUPUIS;75003.0;PARIS 03;75;36.0;1.0
2478467;1;2019-08-02;Vente;880000.0;6.0;RUE;ROBERT ESTIENNE;75008.0;PARIS 08;75;81.0;3.0
2478470;1;2019-06-02;Vente;309320.0;113.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;21.0;1.0
2478472;1;2019-02-15;Vente;545000.0;7.0;RUE;DE LABORDE;75008.0;PARIS 08;75;39.0;3.0
2478473;1;2019-07-02;Vente;430000.0;15.0;RUE;DE BERNE;75008.0;PARIS 08;75;40.0;2.0
2478477;1;2019-02-19;Vente;2126000.0;18.0;RUE;DARU;75008.0;PARIS 08;75;179.0;6.0
2478479;1;2019-05-02;Vente;751440.0;9.0;RUE;BAYARD;75008.0;PARIS 08;75;50.0;2.0
2478481;1;2019-02-15;Vente;300000.0;16.0;RUE;BARBETTE;75003.0;PARIS 03;75;45.0;2.0
2478482;1;2019-02-21;Vente;185250.0;28.0;AV;FRANKLIN D ROOSEVELT;75008.0;PARIS 08;75;14.0;1.0
2478483;1;2019-04-02;Vente;607500.0;16.0;RUE;DES GRAVILLIERS;75003.0;PARIS 03;75;22.0;2.0
2478484;1;2019-02-21;Vente;300000.0;195.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;28.0;2.0
2478485;1;2019-01-02;Vente;938773.06;3.0;RUE;ROBERT ESTIENNE;75008.0;PARIS 08;75;65.0;2.0
2478486;1;2019-01-02;Vente;880582.3;5.0;RUE;ROBERT ESTIENNE;75008.0;PARIS 08;75;53.0;2.0
2478487;1;2019-02-18;Vente;660150.0;90.0;RUE;QUINCAMPOIX;75003.0;PARIS 03;75;55.0;3.0
2478488;1;2019-01-02;Vente;1625000.0;8.0;RUE;TRONCHET;75008.0;PARIS 08;75;150.0;5.0
2478491;1;2019-02-13;Vente;1760000.0;8.0;RUE;DE MADRID;75008.0;PARIS 08;75;168.0;6.0
2478492;1;2019-02-14;Vente;2000.0;6.0;RUE;CHARLES-FRANCOIS DUPUIS;75003.0;PARIS 03;75;41.0;2.0
2478497;1;2019-02-19;Vente;2700000.0;25.0;RUE;MARBEUF;75008.0;PARIS 08;75;125.0;4.0
2478498;1;2019-01-29;Vente;550000.0;2.0;RUE;DUPETIT THOUARS;75003.0;PARIS 03;75;40.0;2.0
2478510;1;2019-08-02;Vente;23750.0;10.0;RUE;DE MONCEAU;75008.0;PARIS 08;75;29.0;1.0
2478511;1;2019-01-02;Vente;1613000.0;21.0;RUE;D ARTOIS;75008.0;PARIS 08;75;84.0;2.0
2478512;1;2019-08-02;Vente;5000.0;15.0;RUE;DARU;75008.0;PARIS 08;75;25.0;1.0
2478513;1;2019-02-18;Vente;649000.0;16.0;RUE;DE POITOU;75003.0;PARIS 03;75;50.0;2.0
2478517;1;2019-01-31;Vente;420000.0;5.0;RUE;DE BEAUCE;75003.0;PARIS 03;75;45.0;2.0
2478518;1;2019-01-31;Vente;420000.0;5.0;RUE;DE BEAUCE;75003.0;PARIS 03;75;47.0;2.0
2478519;1;2019-01-14;Vente;1276800.0;25.0;RUE;DANIELLE CASANOVA;75001.0;PARIS 01;75;70.0;3.0
2478522;1;2019-12-02;Vente;280000.0;28.0;RUE;CHAPON;75003.0;PARIS 03;75;20.0;1.0
2478524;1;2019-02-20;Vente;485000.0;15.0;RUE;DARU;75008.0;PARIS 08;75;25.0;1.0
2478525;1;2019-02-20;Vente;485000.0;15.0;RUE;DARU;75008.0;PARIS 08;75;36.0;2.0
2478529;1;2019-02-13;Vente;1550000.0;12.0;RUE;BEAUJON;75008.0;PARIS 08;75;137.0;5.0
2478532;1;2019-02-28;Vente;40000.0;2.0;RUE;DE BEAUCE;75003.0;PARIS 03;75;105.0;5.0
2478533;1;2019-08-02;Vente;960000.0;52.0;RUE;LA BOETIE;75008.0;PARIS 08;75;101.0;3.0
2478539;1;2019-01-30;Vente;660000.0;50.0;RUE;DU GENERAL FOY;75008.0;PARIS 08;75;60.0;3.0
2478541;1;2019-02-28;Vente;360000.0;8.0;RUE;DES FILLES DU CALVAIRE;75003.0;PARIS 03;75;35.0;2.0
2478542;1;2019-02-28;Vente;2388635.0;6.0;RUE;DES HAUDRIETTES;75003.0;PARIS 03;75;157.0;6.0
2478544;1;2019-02-20;Vente;1175000.0;101.0;RUE;DE MIROMESNIL;75008.0;PARIS 08;75;97.0;4.0
2478545;1;2019-02-22;Vente;690500.0;108.0;RUE;VIEILLE DU TEMPLE;75003.0;PARIS 03;75;48.0;2.0
2478546;1;2019-12-02;Vente;585000.0;48.0;RUE;DE TURENNE;75003.0;PARIS 03;75;59.0;2.0
2478547;1;2019-02-18;Vente;1875000.0;38.0;RUE;FRANCOIS 1ER;75008.0;PARIS 08;75;116.0;4.0
2478548;1;2019-02-18;Vente;1875000.0;38.0;RUE;FRANCOIS 1ER;75008.0;PARIS 08;75;115.0;4.0
2478550;1;2019-08-02;Vente;750000.0;11.0;RUE;CHATEAUBRIAND;75008.0;PARIS 08;75;49.0;2.0
2478551;1;2019-02-14;Vente;8000.0;6.0;RUE;CHARLES-FRANCOIS DUPUIS;75003.0;PARIS 03;75;25.0;1.0
2478552;1;2019-02-15;Vente;1002000.0;23.0;BD;DE SEBASTOPOL;75001.0;PARIS 01;75;92.0;3.0
2478553;1;2019-02-22;Vente;1947600.0;20.0;RUE;DE MONTPENSIER;75001.0;PARIS 01;75;110.0;4.0
2478554;1;2019-02-26;Vente;420000.0;92.0;RUE;QUINCAMPOIX;75003.0;PARIS 03;75;34.0;2.0
2478557;1;2019-02-15;Vente;275000.0;12.0;RUE;DU BOURG L ABBE;75003.0;PARIS 03;75;25.0;1.0
2478560;1;2019-02-26;Vente;950440.0;30.0;RUE;CHAPON;75003.0;PARIS 03;75;25.0;2.0
2478561;1;2019-02-26;Vente;950440.0;30.0;RUE;CHAPON;75003.0;PARIS 03;75;85.0;2.0
2478562;1;2019-02-15;Vente;1200000.0;4.0;RUE;PORTEFOIN;75003.0;PARIS 03;75;87.0;3.0
2478564;1;2019-02-15;Vente;415000.0;181.0;RUE;SAINT MARTIN;75003.0;PARIS 03;75;32.0;1.0
2478566;1;2019-08-02;Vente;423000.0;58.0;RUE;LA BOETIE;75008.0;PARIS 08;75;37.0;1.0
2478567;1;2019-02-20;Vente;668270.0;20.0;RUE;CROIX DES PETITS CHAMPS;75001.0;PARIS 01;75;69.0;2.0
2478573;1;2019-04-02;Vente;150000.0;151.0;RUE;DU TEMPLE;75003.0;PARIS 03;75;30.0;1.0
2478574;1;2019-04-02;Vente;150000.0;151.0;RUE;DU TEMPLE;75003.0;PARIS 03;75;26.0;2.0
2478575;1;2019-02-26;Vente;874250.0;33.0;RUE;CHARLOT;75003.0;PARIS 03;75;50.0;2.0
2478576;1;2019-02-13;Vente;250000.0;75.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;27.0;1.0
2478577;1;2019-02-26;Vente;731300.0;9.0;RUE;BARBETTE;75003.0;PARIS 03;75;55.0;3.0
2478578;1;2019-02-28;Vente;377000.0;56.0;RUE;DE RICHELIEU;75001.0;PARIS 01;75;22.0;2.0
2478579;1;2019-02-28;Vente;377000.0;56.0;RUE;DE RICHELIEU;75001.0;PARIS 01;75;23.0;1.0
2478580;1;2019-02-18;Vente;280000.0;21.0;RUE;DE TEHERAN;75008.0;PARIS 08;75;23.0;1.0
2478581;1;2019-02-25;Vente;377530.0;15.0;RUE;MICHEL LE COMTE;75003.0;PARIS 03;75;46.0;4.0
2478582;1;2019-01-03;Vente;480000.0;8.0;RUE;DE SAINTONGE;75003.0;PARIS 03;75;50.0;3.0
2478583;1;2019-02-25;Vente;1405000.0;1.0;RUE;ANDRIEUX;75008.0;PARIS 08;75;110.0;3.0
2478584;1;2019-01-03;Vente;517000.0;47.0;RUE;D AMSTERDAM;75008.0;PARIS 08;75;46.0;2.0
2478586;1;2019-02-25;Vente;380000.0;9.0;RUE;DU PONT AUX CHOUX;75003.0;PARIS 03;75;40.0;2.0
2478588;1;2019-02-15;Vente;761000.0;72.0;RUE;SAINT DENIS;75001.0;PARIS 01;75;60.0;2.0
2478592;1;2019-02-28;Vente;1035000.0;113.0;BD;BEAUMARCHAIS;75003.0;PARIS 03;75;63.0;2.0
2478593;1;2019-02-22;Vente;230000.0;9.0;RUE;DES MOULINS;75001.0;PARIS 01;75;19.0;1.0
2478594;1;2019-02-13;Vente;560000.0;189.0;RUE;DU TEMPLE;75003.0;PARIS 03;75;53.0;3.0
2478595;1;2019-02-26;Vente;770000.0;17.0;RUE;MONTMARTRE;75001.0;PARIS 01;75;61.0;3.0
2478596;1;2019-02-15;Vente;145000.0;47.0;RUE;AU MAIRE;75003.0;PARIS 03;75;15.0;1.0
2478597;1;2019-01-03;Vente;1500000.0;87.0;RUE;D AMSTERDAM;75008.0;PARIS 08;75;168.0;5.0
2478598;1;2019-02-13;Vente;140000.0;59.0;RUE;SAINT DENIS;75001.0;PARIS 01;75;25.0;1.0
2478604;1;2019-05-03;Vente;780000.0;15.0;RUE;SAINT DENIS;75001.0;PARIS 01;75;58.0;2.0
2478605;1;2019-02-13;Vente;225000.0;12.0;RUE;SAINT GERMAIN L AUXERROIS;75001.0;PARIS 01;75;18.0;1.0
2478607;1;2019-01-03;Vente;1900000.0;5.0;RUE;DE LA RENAISSANCE;75008.0;PARIS 08;75;240.0;9.0
2478608;1;2019-01-03;Vente;1900000.0;5.0;RUE;DE LA RENAISSANCE;75008.0;PARIS 08;75;240.0;9.0
2478609;1;2019-02-28;Vente;615600.0;72.0;RUE;DE ROME;75008.0;PARIS 08;75;60.0;3.0
2478612;1;2019-02-15;Vente;270000.0;161.0;RUE;DU FAUBOURG SAINT HONORE;75008.0;PARIS 08;75;21.0;1.0
2478615;1;2019-02-28;Vente;1950000.0;3.0;RUE;ROBERT ESTIENNE;75008.0;PARIS 08;75;98.0;3.0
2478616;1;2019-12-02;Vente;432500.0;66.0;RUE;DU VERTBOIS;75003.0;PARIS 03;75;37.0;2.0
2478617;1;2019-02-26;Vente;110000.0;60.0;RUE;SAINT HONORE;75001.0;PARIS 01;75;25.0;1.0
2478618;1;2019-02-27;Vente;390000.0;4.0;RUE;SAINTE ANASTASE;75003.0;PARIS 03;75;58.0;2.0
2478619;1;2019-04-03;Vente;2600000.0;78.0;BD;MALESHERBES;75008.0;PARIS 08;75;240.0;8.0
2478622;1;2019-02-19;Vente;349310.0;34.0;RUE;DE POITOU;75003.0;PARIS 03;75;62.0;2.0
2478624;1;2019-02-27;Vente;493150.0;9.0;RUE;SAINT GERMAIN L AUXERROIS;75001.0;PARIS 01;75;29.0;1.0
2478625;1;2019-01-03;Vente;355000.0;1.0;RUE;PERREE;75003.0;PARIS 03;75;30.0;1.0
2478626;1;2019-02-25;Vente;742000.0;49.0;RUE;AU MAIRE;75003.0;PARIS 03;75;52.0;2.0
2478627;1;2019-02-25;Vente;625000.0;4.0;RUE;SAINTE OPPORTUNE;75001.0;PARIS 01;75;65.0;4.0
2478628;1;2019-07-03;Vente;15000.0;9.0;BD;SAINT MARTIN;75003.0;PARIS 03;75;20.0;2.0
2478629;1;2019-12-02;Vente;1235000.0;23.0;AV;DE MESSINE;75008.0;PARIS 08;75;64.0;2.0
2478631;1;2019-07-03;Vente;1188000.0;22.0;RUE;MICHEL LE COMTE;75003.0;PARIS 03;75;81.0;4.0
2478635;1;2019-02-26;Vente;9202514.0;11.0;AV;MONTAIGNE;75008.0;PARIS 08;75;250.0;5.0
2478637;1;2019-05-03;Vente;889000.0;43.0;RUE;DE CONSTANTINOPLE;75008.0;PARIS 08;75;68.0;4.0
2478638;1;2019-02-22;Vente;107314.8;42.0;RUE;DES FRANCS BOURGEOIS;75003.0;PARIS 03;75;75.0;2.0
2478640;1;2019-01-03;Vente;1720000.0;6.0;RUE;LAVOISIER;75008.0;PARIS 08;75;30.0;1.0
2478641;1;2019-01-03;Vente;1720000.0;6.0;RUE;LAVOISIER;75008.0;PARIS 08;75;139.0;5.0
2478642;1;2019-01-03;Vente;1720000.0;6.0;RUE;LAVOISIER;75008.0;PARIS 08;75;129.0;5.0
2478643;1;2019-01-03;Vente;1720000.0;6.0;RUE;LAVOISIER;75008.0;PARIS 08;75;9.0;1.0
2478644;1;2019-01-03;Vente;1720000.0;6.0;RUE;LAVOISIER;75008.0;PARIS 08;75;190.0;7.0
